ID,Name,Description,Icon,Level{Item}
13675,,,0,0
13676,Sky Pirate's Cap of Casting,,41282,185
13677,Sky Pirate's Coat of Casting,,43698,185
13678,Sky Pirate's Gloves of Casting,,44406,185
13679,Sky Pirate's Bottoms of Casting,,45712,185
13680,Sky Pirate's Shoes of Casting,,46557,185
13681,,,0,0
13682,Rainbow Justaucorps,,42483,1
13683,Rainbow Breeches,,45721,1
13684,Archaeoskin Boots,,46566,1
13685,Archaeoskin Cloche,,41299,1
13686,Rainbow Bustle,,42484,1
13687,Archaeoskin Halfboots,,46567,1
13688,Ramie Shirt,,42485,1
13689,White Devil Identification Key,"A thin, rectangular piece of what appears to be cermet. Placing it near the White Devil suit of magitek armor will magically bring the machine to life.",26014,1
13690,Red Baron Identification Key,"A thin, rectangular piece of what appears to be cermet. Placing it near the Red Baron suit of magitek armor will magically bring the machine to life.",26014,1
13691,Scion Conjurer's Chausses,Fits: All ♀,45724,1
13692,Scion Conjurer's Pattens,Fits: All ♀,46569,1
13693,Scion Thief's Halfgloves,Fits: All ♂,44416,1
13694,Scion Thief's Gaskins,Fits: All ♂,45723,1
13695,Scion Thief's Armored Caligae,Fits: All ♂,47033,1
13696,Scion Thaumaturge's Monocle,Fits: All ♂,40956,1
13697,Scion Thaumaturge's Gauntlets,Fits: All ♂,48530,1
13698,Scion Thaumaturge's Gaskins,Fits: All ♂,45725,1
13699,Scion Thaumaturge's Moccasins,Fits: All ♂,46570,1
13700,Scion Chronocler's Ringbands,Fits: All ♂,44417,1
13701,Scion Chronocler's Tights,Fits: All ♂,45727,1
13702,Scion Chronocler's Caligae,Fits: All ♂,46571,1
13703,Modern Aesthetics - Scion Special Issue,"The realm's premier publication on beauty and fashion, this limited edition of <Emphasis>Modern Aesthetics</Emphasis> covers, in detail, techniques on transforming yourself into Scions of the Seventh Dawn Antecedent Minfilia.

Use to unlock a new hairstyle at the aesthetician.
Fits: ♀ (excepting Viera)",26178,1
13704,Modern Aesthetics - Curls,"The realm's premier publication on beauty and fashion, this specific copy of <Emphasis>Modern Aesthetics</Emphasis> covers, in detail, techniques on crafting a perfect dome of tight curls.

Use to unlock a new hairstyle at the aesthetician.
Unavailable to Viera and Hrothgar.",26178,1
13705,Modern Aesthetics - Adventure,"The realm's premier publication on beauty and fashion, this limited edition of <Emphasis>Modern Aesthetics</Emphasis> covers, in detail, a hair styling technique submitted by one of the realm's readers.

Use to unlock a new hairstyle at the aesthetician.",26178,1
13706,Ballroom Etiquette - The Thavnairian Dance,An illustrated manual of the various steps that comprise the exotic Thavnairian dance. Use to learn the /thavnairiandance emote.,26435,1
13707,Ballroom Etiquette - The Gold Dance,An illustrated manual of the various steps that comprise the Gold dance. Use to learn the /golddance emote.,26435,1
13708,General-purpose Pastel Pink Dye,"A rare and expensive pink dye, used for coloring anything from cloth to metal.",22814,1
13709,General-purpose Dark Red Dye,"A rare and expensive red dye, used for coloring anything from cloth to metal.",22814,1
13710,General-purpose Dark Brown Dye,"A rare and expensive brown dye, used for coloring anything from cloth to metal.",22818,1
13711,General-purpose Pastel Green Dye,"A rare and expensive green dye, used for coloring anything from cloth to metal.",22819,1
13712,General-purpose Dark Green Dye,"A rare and expensive green dye, used for coloring anything from cloth to metal.",22819,1
13713,General-purpose Pastel Blue Dye,"A rare and expensive blue dye, used for coloring anything from cloth to metal.",22813,1
13714,General-purpose Dark Blue Dye,"A rare and expensive blue dye, used for coloring anything from cloth to metal.",22813,1
13715,General-purpose Pastel Purple Dye,"A rare and expensive purple dye, used for coloring anything from cloth to metal.",22821,1
13716,General-purpose Dark Purple Dye,"A rare and expensive purple dye, used for coloring anything from cloth to metal.",22821,1
13717,General-purpose Metallic Red Dye,"A rare and expensive red dye, used for coloring anything from cloth to metal.",22814,1
13718,General-purpose Metallic Orange Dye,"A rare and expensive orange dye, used for coloring anything from cloth to metal.",22818,1
13719,General-purpose Metallic Yellow Dye,"A rare and expensive yellow dye, used for coloring anything from cloth to metal.",22815,1
13720,General-purpose Metallic Green Dye,"A rare and expensive green dye, used for coloring anything from cloth to metal.",22819,1
13721,General-purpose Metallic Sky Blue Dye,"A rare and expensive blue dye, used for coloring anything from cloth to metal.",22813,1
13722,General-purpose Metallic Blue Dye,"A rare and expensive blue dye, used for coloring anything from cloth to metal.",22813,1
13723,General-purpose Metallic Purple Dye,"A rare and expensive purple dye, used for coloring anything from cloth to metal.",22821,1
13724,Little Lord's Clogs,Fits: All ♂,46573,1
13725,Little Lady's Clogs,Fits: All ♀,46574,1
13726,Iron Clapper,"A short piece of iron loosely affixed to the inside of a bell, causing it to ring when the clapper strikes the bell's wall.",21003,15
13727,Functional Proto-hropken,"A remarkably developed manlike fish living in the aetherochemical pools of Azys Lla.

[Suitable for printing on medium canvases.]",29758,180
13728,Coerthan Clione,"Though believed by scholars to be a distant cousin of the snail, this tiny transparent mollusk does not have a shell.

[Suitable for printing on small canvases.]",29716,180
13729,Dravanian Smelt,"A tiny freshwater fish native to the lakes fed by runoff from the Slate Mountains.

[Suitable for printing on small canvases.]",29310,150
13730,Heavens Coral,"A lightweight, sky blue coral found growing on the floating islands above Eorzea.

[Suitable for printing on large canvases.]",29725,180
13731,Sunsail,"A flying fish found in the skies near the Landlord Colony.

[Suitable for printing on medium canvases.]",29726,180
13732,Goblin Bass,"Introduced to the Thaliak River by goblins, this variety of voracious bass has driven native species to the brink of extinction.

[Suitable for printing on large canvases.]",29280,180
13733,Pterodactyl,A winged scalekin native to the Diadem.,29724,150
13734,Eurhinosaur,A rare scalekin that utilizes its highly developed air bladder to float above the Sea of Clouds.,29727,180
13735,,,0,0
13736,Gem Marimo,A bright-green variety of aquatic moss found on the bottom of lakes. Slight currents cause the moss to gather and form into a ball as it grows.,29316,150
13737,Crown Trout,A freshwater fish native to the Diadem.,29266,150
13738,Retribution Staff,A large freshwater fish native to the Diadem.,29302,150
13739,Thief Betta,An aggressive freshwater fish native to the Diadem.,29238,180
13740,Goldsmith Crab,A tiny freshwater crustacean native to the Diadem.,29420,150
13741,Outdated Certificate of Collaboration,"A small, square slip of parchment stamped with the Ul'dahn royal seneschal's seal proving your aid in the very first promotion of the Songbirds.",26187,1
13742,Steamed Staff,"Not actually a staff, but a dish made from steaming a freshwater fish known as a retribution staff─a long, thin wavekin believed to be the cause of storms.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3% <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",24317,160
13743,Sesame Cookie,"Tales of a blue monster who greedily devours these baked delights have frightened children across the realm for generations.

<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3% <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
(Duration can be extended to 60m by consuming multiple servings)",24007,139
13744,Wind Silk,This silk is exposed to aetherial turbulence in order to strengthen its aspect to wind.,21608,160
13745,Dinosaur Leather,A large piece of cured dinosaur skin.,22004,160
13746,Falconer's Hemp,A double-weave variety of hemp used by falconers to protect themselves from the sharp talons of their raptors.,21603,160
13747,Titanium Alloy Ingot,A durable alloy created by smelting titanium with zinc.,20801,160
13748,Cloud Cloth,"Soft, light cotton woven from rare cloud cotton bolls.",21605,160
13749,Pterodactyl Leather,A large piece of cured pterodactyl skin.,22010,160
13750,Sphalerite,A semi-translucent mineral containing large amounts of zinc and iron.,21223,180
13751,Potters Stone,"A hard clay found exclusively on the islets of the Diadem. When fired in a kiln, the result is a brilliant white pottery.",21251,160
13752,Royal Mistletoe,A parasitic plant that is only found growing on the trees of the Diadem.,25001,150
13753,Cloud Cotton Boll,The cloud-like flower of a cotton plant native to the Diadem.,21652,180
13754,Blood Pepper,A deep red variety of dragon pepper so hot it is widely believed by Far Eastern cultures to drive away malignant spirits.,25013,160
13755,Blood Pepper Seeds,Blood pepper seeds suitable for garden cultivation.,27456,160
13756,Dravanian Mote,This lighter-than-air flora is unique to the Churning Mists.,26110,180
13757,Oriental Grass Tuft,A tall variety of grass common in the Far East.,26110,145
13758,Cassia Block,An expertly cut cube of fragrant cassia lumber.,22459,160
13759,Tektite,A type of naturally occurring glass first discovered after the Calamity which ushered in the Seventh Umbral Era.,20808,148
13760,Eventide Jade,A rare form of jade as red as a sunset.,21455,150
13761,Fossilized Dragon Bone,"There is much debate amongst Eorzean scholars as to how much time must pass before a bone becomes fossilized. Some say a mere generation will suffice, citing evidence such as the proliferation of petrification magicks. Others believe it may take upwards of a thousand thousand years, casting doubts on the theories which state Hydaelyn was created a mere twenty thousand summers past.",22201,136
13762,Periwinkle,A mildly poisonous flower found across the Three Great Continents.,25022,150
13763,Cloud Mushroom,"An aptly named fungus commonly found in the Sea of Clouds, wind providing a means of spore distribution from one islet to the next.",25402,148
13764,Wind Widow,A tiny poisonous spider that weaves sail-like webs used by the vilekin to traverse the Sea of Clouds.,22619,136
13765,Old World Fig Seeds,Old World fig seeds suitable for garden cultivation.,27457,115
13766,Chive Seeds,Chive seeds suitable for garden cultivation.,27456,1
13767,Pearl Sprout Seeds,Pearl sprout seeds suitable for garden cultivation.,27455,125
13768,Coerthan Tea Seeds,Coerthan tea seeds suitable for garden cultivation.,27451,125
13769,Falconer's Bottoms,,45722,1
13770,Falconer's Boots,,46568,1
13771,Dragonskin Bottoms,,45722,1
13772,Dragonskin Boots,,46568,1
13773,Wind-up Zundu Warrior,"Like a spring wind, the Zundu warrior is strong...until he winds down.

Use item to acquire the wind-up Zundu warrior minion.",59569,1
13774,Wind-up Haurchefant,"What isn't dead (or is recreated in a goldsmith's workshop) can never die.

Use item to acquire the wind-up Haurchefant minion.",59568,1
13775,The Emperor's New Fists,The most beautiful pair of pugilist's arms you will never see.,31104,1
13776,Hauteclaire Awoken Replica,,30520,1
13777,Replica Rising Suns Awoken,,31095,1
13778,Parashu Awoken Replica,,31490,1
13779,Brionac Awoken Replica,,31892,1
13780,Berimbau Awoken Replica,,32289,1
13781,Replica Yukimitsu Awoken,,33876,1
13782,Deathbringer Awoken Replica,,34244,1
13783,Ferdinand Awoken Replica,,34658,1
13784,Seraph Cane Awoken Replica,,32668,1
13785,Lunaris Rod Awoken Replica,,33036,1
13786,Almandal Awoken Replica,,33531,1
13787,Elements Awoken Replica,,33502,1
13788,Atlas Awoken Replica,,34861,1
13789,Prytwen Awoken Replica,,30117,1
13790,Replica Allagan Blade,,30477,50
13791,Replica Allagan Baghnakhs,,31062,50
13792,Replica Allagan Battleaxe,,31469,50
13793,Replica Allagan Spear,,31868,50
13794,Replica Allagan Composite Bow,,32265,50
13795,Replica Allagan Cane,,32652,50
13796,Replica Allagan Scepter,,32848,50
13797,Replica Allagan Grimoire of Casting,,33459,50
13798,Replica Allagan Grimoire of Healing,,33460,50
13799,Replica Allagan Daggers,,33857,50
13800,Replica Allagan Guillotine,,34219,50
13801,Replica Allagan Pistol,,34626,50
13802,Replica Allagan Star Globe,,34821,50
13803,Replica Allagan Round Shield,,30089,50
13804,Replica Allagan Helm,,40115,50
13805,Replica Heavy Allagan Armor,,43193,50
13806,Replica Heavy Allagan Gauntlets,,48400,50
13807,Replica Heavy Allagan Cuisses,,45374,50
13808,Replica Heavy Allagan Sollerets,,46893,50
13809,Replica Allagan Visor of Maiming,,40143,50
13810,Replica Allagan Cuirass of Maiming,,48038,50
13811,Replica Allagan Gauntlets of Maiming,,48401,50
13812,Replica Allagan Trousers of Maiming,,45376,50
13813,Replica Allagan Sollerets of Maiming,,46894,50
13814,Replica Allagan Visor of Striking,,40117,50
13815,Replica Allagan Cuirass of Striking,,43191,50
13816,Replica Allagan Gauntlets of Striking,,48398,50
13817,Replica Allagan Trousers of Striking,,45371,50
13818,Replica Allagan Sollerets of Striking,,46891,50
13819,Replica Allagan Visor of Aiming,,40118,50
13820,Replica Allagan Cuirass of Aiming,,43192,50
13821,Replica Allagan Gauntlets of Aiming,,48399,50
13822,Replica Allagan Trousers of Aiming,,45372,50
13823,Replica Allagan Sollerets of Aiming,,46892,50
13824,Replica Allagan Circlet of Healing,,40116,50
13825,Replica Allagan Tunic of Healing,,43633,50
13826,Replica Allagan Gloves of Healing,,44214,50
13827,Replica Allagan Breeches of Healing,,45373,50
13828,Replica Allagan Boots of Healing,,46371,50
13829,Replica Allagan Circlet of Casting,,40114,50
13830,Replica Allagan Tunic of Casting,,43634,50
13831,Replica Allagan Gloves of Casting,,44215,50
13832,Replica Allagan Breeches of Casting,,45375,50
13833,Replica Allagan Boots of Casting,,46372,50
13834,Replica High Allagan Kite Shield,,30098,50
13835,Replica High Allagan Blade,,30483,50
13836,Replica High Allagan Baghnakhs,,31069,50
13837,Replica High Allagan Battleaxe,,31475,50
13838,Replica High Allagan Spear,,31874,50
13839,Replica High Allagan Composite Bow,,32270,50
13840,Replica High Allagan Crook,,32436,50
13841,Replica High Allagan Staff,,32853,50
13842,Replica High Allagan Grimoire of Casting,,33472,50
13843,Replica High Allagan Grimoire of Healing,,33473,50
13844,Replica High Allagan Cleavers,,33862,50
13845,Replica High Allagan Guillotine,,34220,50
13846,Replica High Allagan Pistol,,34627,50
13847,Replica High Allagan Star Globe,,34822,50
13848,Replica High Allagan Circlet of Fending,,40657,50
13849,Replica Heavy High Allagan Coat,,43205,50
13850,Replica High Allagan Gauntlets of Fending,,48421,50
13851,Replica High Allagan Trousers of Fending,,45440,50
13852,Replica High Allagan Sabatons of Fending,,46935,50
13853,Replica High Allagan Headgear of Maiming,,40431,50
13854,Replica High Allagan Cuirass of Maiming,,43206,50
13855,Replica High Allagan Gauntlets of Maiming,,48422,50
13856,Replica High Allagan Trousers of Maiming,,45442,50
13857,Replica High Allagan Sabatons of Maiming,,46937,50
13858,Replica High Allagan Headgear of Striking,,40432,50
13859,Replica High Allagan Cuirass of Striking,,43207,50
13860,Replica High Allagan Gauntlets of Striking,,48423,50
13861,Replica High Allagan Trousers of Striking,,45443,50
13862,Replica High Allagan Sabatons of Striking,,46938,50
13863,Replica High Allagan Mask of Aiming,,40433,50
13864,Replica High Allagan Coat of Aiming,,43645,50
13865,Replica High Allagan Gloves of Aiming,,44262,50
13866,Replica High Allagan Breeches of Aiming,,45444,50
13867,Replica High Allagan Boots of Aiming,,46939,50
13868,Replica High Allagan Circlet of Healing,,40658,50
13869,Replica High Allagan Coat of Healing,,42382,50
13870,Replica High Allagan Gloves of Healing,,44261,50
13871,Replica High Allagan Pantaloons of Healing,,45441,50
13872,Replica High Allagan Thighboots of Healing,,46936,50
13873,Replica High Allagan Mask of Casting,,40428,50
13874,Replica High Allagan Coat of Casting,,43644,50
13875,Replica High Allagan Gloves of Casting,,44253,50
13876,Replica High Allagan Breeches of Casting,,45429,50
13877,Replica High Allagan Boots of Casting,,46929,50
13878,Coven Shield,,30151,280
13879,Coven Blade,,30558,280
13880,Coven Fangs,,31124,280
13881,Coven Battleaxe,,31531,280
13882,Coven Spear,,31931,280
13883,Coven Longbow,,32323,280
13884,Coven Claws,,33910,280
13885,Coven Cane,,32706,280
13886,Coven Rod,,33074,280
13887,Coven Grimoire,,33576,280
13888,Coven Codex,,33577,280
13889,Coven Greatsword,,34284,280
13890,Coven Musketoon,,34684,280
13891,Coven Astrometer,,34883,280
13892,Replica Dreadwyrm Coronet of Fending,,40664,50
13893,Replica Dreadwyrm Armor of Fending,,43213,50
13894,Replica Dreadwyrm Gauntlets of Fending,,48443,50
13895,Replica Dreadwyrm Sarouel of Fending,,45486,50
13896,Replica Dreadwyrm Sabatons of Fending,,46959,50
13897,Replica Dreadwyrm Barbut of Maiming,,40174,50
13898,Replica Dreadwyrm Mail of Maiming,,48064,50
13899,Replica Dreadwyrm Vambraces of Maiming,,48444,50
13900,Replica Dreadwyrm Breeches of Maiming,,45488,50
13901,Replica Dreadwyrm Greaves of Maiming,,46960,50
13902,Replica Dreadwyrm Circlet of Striking,,40665,50
13903,Replica Dreadwyrm Cyclas of Striking,,43214,50
13904,Replica Dreadwyrm Bracers of Striking,,48445,50
13905,Replica Dreadwyrm Slops of Striking,,45489,50
13906,Replica Dreadwyrm Boots of Striking,,46961,50
13907,Replica Dreadwyrm Chapeau of Aiming,,41218,50
13908,Replica Dreadwyrm Tabard of Aiming,,43215,50
13909,Replica Dreadwyrm Bracers of Aiming,,44282,50
13910,Replica Dreadwyrm Breeches of Aiming,,45490,50
13911,Replica Dreadwyrm Greaves of Aiming,,46962,50
13912,Replica Dreadwyrm Hood of Healing,,41626,50
13913,Replica Dreadwyrm Robe of Healing,,42394,50
13914,Replica Dreadwyrm Gloves of Healing,,44281,50
13915,Replica Dreadwyrm Tonban of Healing,,45487,50
13916,Replica Dreadwyrm Shoes of Healing,,46418,50
13917,Replica Dreadwyrm Petasos of Casting,,41217,50
13918,Replica Dreadwyrm Robe of Casting,,42393,50
13919,Replica Dreadwyrm Gloves of Casting,,44280,50
13920,Replica Dreadwyrm Tonban of Casting,,45485,50
13921,Replica Dreadwyrm Shoes of Casting,,46417,50
13922,Replica Dreadwyrm Circlet of Scouting,,40671,50
13923,Replica Dreadwyrm Cyclas of Scouting,,43216,50
13924,Replica Dreadwyrm Bracers of Scouting,,48452,50
13925,Replica Dreadwyrm Slops of Scouting,,45506,50
13926,Replica Dreadwyrm Boots of Scouting,,46970,50
13927,,,0,0
13928,,,0,0
13929,,,0,0
13930,,,0,0
13931,,,0,0
13932,,,0,0
13933,,,0,0
13934,,,0,0
13935,,,0,0
13936,,,0,0
13937,,,0,0
13938,,,0,0
13939,,,0,0
13940,,,0,0
13941,,,0,0
13942,,,0,0
13943,,,0,0
13944,,,0,0
13945,,,0,0
13946,,,0,0
13947,,,0,0
13948,,,0,0
13949,,,0,0
13950,,,0,0
13951,,,0,0
13952,,,0,0
13953,,,0,0
13954,,,0,0
13955,,,0,0
13956,,,0,0
13957,,,0,0
13958,,,0,0
13959,,,0,0
13960,,,0,0
13961,,,0,0
13962,,,0,0
13963,,,0,0
13964,,,0,0
13965,,,0,0
13966,,,0,0
13967,,,0,0
13968,,,0,0
13969,,,0,0
13970,,,0,0
13971,,,0,0
13972,,,0,0
13973,,,0,0
13974,,,0,0
13975,,,0,0
13976,,,0,0
13977,,,0,0
13978,,,0,0
13979,,,0,0
13980,,,0,0
13981,,,0,0
13982,,,0,0
13983,,,0,0
13984,,,0,0
13985,,,0,0
13986,,,0,0
13987,Tantalus Vest,,48931,1
13988,Tantalus Cuffs,,44419,1
13989,Tantalus Breeches,,45728,1
13990,Tantalus Boots,,46578,1
13991,Tales of Adventure: A Realm Reborn,"A detailed record of recent Eorzean history─so detailed, in fact, that all who read it come to swear they experienced the events firsthand.

Use to instantly complete all main scenario quests up through “Before the Dawn.” Cannot be used outside large settlements. Automatic logout will commence upon usage.",26401,1
13992,,,0,0
13993,,,0,0
13994,,,0,0
13995,,,0,0
13996,,,0,0
13997,,,0,0
13998,,,0,0
13999,,,0,0
14000,,,0,0
14001,,,0,0
14002,,,0,0
14003,Viltgance-type Hull,"A hull which utilizes a rigid, lightweight frame for a more stable flight.",27707,160
14004,Viltgance-type Aetherwings,"The wings of a Viltgance-type airship, which adopt the same technology as Garlond Ironworks' manacutters in treating the wings with wind-aspected aether for buoyancy.",27727,160
14005,Viltgance-type Forecastle,"The front half of a Viltgance-type airship, including the main deck and a sharp, narrow bow to balance air resistance.",27747,160
14006,Viltgance-type Aftcastle,"The rear half of a Viltgance-type airship, with smaller aetherwings for supported buoyancy.",27767,160
14007,Oldrose Seeds,"Some say love, it is a river. Some say love, it is a flower. Plant these seeds and learn the truth.

※For use in planters.",27460,1
14008,Riviera Vase,"A vase decorated in the riviera fashion.

Select flowers can be displayed within.",53086,1
14009,Glade Vase,"A vase decorated in the glade fashion.

Select flowers can be displayed within.",53087,1
14010,Oasis Vase,"A vase decorated in the oasis fashion.

Select flowers can be displayed within.",53088,1
14011,Red Pomace,An all-natural fertilizer used to increase red pigment in flowers.,27401,5
14012,Blue Pomace,An all-natural fertilizer used to increase blue pigment in flowers.,27404,5
14013,Mountain Pomace,An all-natural fertilizer used to increase yellow pigment in flowers.,27407,5
14014,Type-1 Crafting Receipt,Proof of submission of a collectable requested by Rowena's House of Splendors.,26186,1
14015,Type-1 Gathering Receipt,Proof of submission of a collectable requested by Rowena's House of Splendors.,26186,1
14016,Blade of the Sephirot,,30543,220
14017,Fists of the Sephirot,,31111,220
14018,Axe of the Sephirot,,31515,220
14019,Pike of the Sephirot,,31914,220
14020,Bow of the Sephirot,,32310,220
14021,Points of the Sephirot,,33897,220
14022,Cane of the Sephirot,,32692,220
14023,Staff of the Sephirot,,33060,220
14024,Word of the Sephirot,,33550,220
14025,Song of the Sephirot,,33551,220
14026,Edge of the Sephirot,,34270,220
14027,Fire of the Sephirot,,34669,220
14028,Star of the Sephirot,,34870,220
14029,Shield of the Sephirot,,30137,220
14030,,,0,0
14031,Brand-new Cuirass,,42509,17
14032,Brand-new Gauntlets,,44444,17
14033,Brand-new Trousers,,45777,17
14034,Brand-new Sabatons,,46607,17
14035,Brand-new Tabard,,42507,17
14036,Brand-new Gloves,,44442,17
14037,Brand-new Skirt,,45775,17
14038,Brand-new Boots,,46605,17
14039,Brand-new Robe,,42508,17
14040,Brand-new Halfgloves,,44443,17
14041,Brand-new Waistwrap,,45776,17
14042,Brand-new Thighboots,,46606,17
14043,Brand-new Ring,Increases EXP earned by 30% when level 30 and below.,54511,30
14044,Modern Vocation,A publication on lost combat arts and the weapons and armor associated with those ancient schools of teaching. It has a section of blank pages to record one's own observations.,26179,50
14045,Orchestrion,"A furnishing that is sure to delight guests and residents alike, as they while away the hours listening to some of their favorite tunes.

※One orchestrion of any type per estate only.",52587,210
14046,,,0,0
14047,Stuffed Onion Prince,Attempting to peel away the layers of what makes this plush prince so glum will leave you with less than you started out with. As well as a mess of fabric.,53079,180
14048,Pudding Floor Lamp,A slimy floor lamp designed in the likeness of a pudding.,52588,180
14049,Pudding Throw Rug,A slimy throw rug designed in the likeness of a pudding.,52025,180
14050,Pudding Settee,A slimy settee designed in the likeness of a pudding.,52589,180
14051,Pudding Desk,A slimy desk designed in the likeness of a pudding.,51654,180
14052,Alpine Supper Set,"This warm array of comfort food has become a treat for special occasions amongst the commoner families of Ishgard, who have been known to save their coin for moons to procure the ingredients.

※Cannot be retrieved once used.
※Can be used up to 10 times.

Meal benefits when used:
  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Skill Speed Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +4% (Max 29)
  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>VIT Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +4% (Max 28)
  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Gear Durability Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3
  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%
  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
  (Duration can be extended to 60m by consuming multiple servings)",53080,150
14053,High House Supper Set,"An extravagant multiple-course meal enjoyed by the nobility of Ishgard on saint feast days and other ceremonious occasions. 

※Cannot be retrieved once used.
※Can be used up to 10 times.

Meal benefits when used:
  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Determination Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +4% (Max 28)
  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>VIT Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +4% (Max 27)
  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Gear Durability Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3
  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>EXP Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +3%
  <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30m
  (Duration can be extended to 60m by consuming multiple servings)",53081,139
14054,Senor Sabotender Trophy,"Everybody loves a winner. And with this trophy you, too, can feel like a winner.",53082,1
14055,Riviera Flowerpot,"A garden planter designed in the riviera style.

※Small, medium, and large estates can hold 2, 3, and 4 planters, respectively. Private chambers and apartments can hold 2.",53083,1
14056,Glade Flowerpot,"A garden planter designed in the glade style.

※Small, medium, and large estates can hold 2, 3, and 4 planters, respectively. Private chambers and apartments can hold 2.",53084,1
14057,Oasis Flowerpot,"A garden planter designed in the oasis style.

※Small, medium, and large estates can hold 2, 3, and 4 planters, respectively. Private chambers and apartments can hold 2.",53085,1
14058,Dinosaur Skull,"The crown of an ancient beast. While one may find it comical to stick his or her head in its mouth, collectors warn that its teeth are still razor-sharp and there have been unfortunate accidents.",52212,180
14059,Dinosaur Skeleton,"The torso and legs of an ancient beast. Scholars are unsure why its modern cousins still have short arms, but they argue they must be of some merit in their hunting habits.",52213,180
14060,Dinosaur Tailbone,"The tail of an ancient beast. Some believe that when struck with a mallet, the hollowed tailbones emit pleasant-sounding notes.",52214,180
14061,Topiary Sabotender,A specially bred shrub pruned to the shape of a scampering sabotender.,52215,136
14062,Archon Egg Tower,A Hatching–tide decoration with tiers of Archon eggs tirelessly hand-painted by the youngest of the Dreamers.,52216,1
14063,Dandelion Plot,"A tiny field of cheery dandelions that begs to be frolicked in.

※Up to ten flower plots may be placed in a single garden, regardless of type.",52217,50
14064,Living Arch,An aging stone bridge covered in ivy and moss. Perfect for the romantic rendezvous.,52218,180
14065,Shishi-odoshi,"A fountain from the Far East originally used to scare away creatures and neighbors come to nibble on garden patches. 

※Up to five may be placed in a single estate, regardless of type.",52219,180
14066,Faust Striking Dummy,"A striking dummy created by the Illuminati to train their ranks for combat.

※Up to three dummies may be placed in a single estate, regardless of type.",52220,210
14067,Gnathic Lamp Tree,Any Gnath would click contently beneath the gentle glow of this lamp tree.,52221,1
14068,Alpine Chandelier,A sumptuous chandelier designed to complement alpine residences.,51124,142
14069,Alpine Flooring,Floorboards designed to complement alpine residences.,51026,139
14070,Alpine Inner Wall,An interior wall designed in the alpine fashion.,51228,139
14071,Red Oldroses,"A bunch of red oldroses, selectively fertilized to achieve their vibrant color.

Bouquets can be placed within select vases for display in estates.",25501,1
14072,Blue Oldroses,"A bunch of blue oldroses, selectively fertilized to achieve their vibrant color.

Bouquets can be placed within select vases for display in estates.",25502,1
14073,Yellow Oldroses,"A bunch of yellow oldroses, selectively fertilized to achieve their vibrant color.

Bouquets can be placed within select vases for display in estates.",25503,1
14074,Green Oldroses,"A bunch of green oldroses, selectively fertilized to achieve their vibrant color.

Bouquets can be placed within select vases for display in estates.",25504,1
14075,Orange Oldroses,"A bunch of orange oldroses, selectively fertilized to achieve their vibrant color.

Bouquets can be placed within select vases for display in estates.",25505,1
14076,Purple Oldroses,"A bunch of purple oldroses, selectively fertilized to achieve their vibrant color.

Bouquets can be placed within select vases for display in estates.",25506,1
14077,White Oldroses,"A bunch of white oldroses, selectively fertilized to achieve their vibrant color.

Bouquets can be placed within select vases for display in estates.",25507,1
14078,Black Oldroses,"A bunch of black oldroses, selectively fertilized to achieve their vibrant color.

Bouquets can be placed within select vases for display in estates.",25508,1
14079,Rainbow Oldroses,"A bunch of multicolored oldroses, selectively fertilized to achieve a variety of vibrant colors.

Bouquets can be placed within select vases for display in estates.",25509,1
